Altium Designer Pick and Place Locations
C:\projects\hcu_hardware\hardware\zeleno_hcucc_r1\.\REV1.2\Pick Place\Pick Place for hcucc_r1.2(NREL_Production).txt

========================================================================================================================
File Design Information:

Date:       29/07/24
Time:       01:19
Revision:   b1aa59978447bcba6e1cb286160fb2aa1bdb8dfd
Variant:    NREL_Production
Units used: mil

Designator Comment                  Layer       Footprint               Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                           
L25        3.7n                     TopLayer    MURATA_IND_0201         1737.806      489.022       0        "RF Inductors - SMD 3.7 NH +-.1NH"                                                                                                                    
L24        3.4n                     TopLayer    MURATA_IND_0201         1857.097      497.684       0        "RF Inductors - SMD 3.4 NH +-.1NH"                                                                                                                    
L23        3.4n                     TopLayer    MURATA_IND_0201         1778.357      489.022       0        "RF Inductors - SMD 3.4 NH +-.1NH"                                                                                                                    
L22        20n                      TopLayer    MURATA_IND_0201         1700.278      469.337       90       "INDUCTOR, RF, CHIP, NON-MAGNETIC CORE, 20nH, -3%/+3%, 0.15A, -55DEGC/+125DEGC, 0201, SMD"                                                            
L21        3.7n                     TopLayer    MURATA_IND_0201         1705.199      438.065       180      "RF Inductors - SMD 3.7 NH +-.1NH"                                                                                                                    
L17        *                        TopLayer    0402_FERRITE_BEAD       1732.286      994.091       270      "Ferrite Beads 1800ohms GHz HiSpd"                                                                                                                    
L16        *                        TopLayer    0402_FERRITE_BEAD       1867.126      1013.779      0        "Ferrite Beads 1800ohms GHz HiSpd"                                                                                                                    
L10        6.8u                     TopLayer    INDC2016X100N           1568.416      46.603        270      "Fixed Inductors 6.8uH 0.98A 558mOhms Power Circuits"                                                                                                 
L2         *                        TopLayer    0402_FERRITE_BEAD       37.281        162.529       0        "Ferrite Beads 1800ohms GHz HiSpd"                                                                                                                    
L1         "3.3µH, 3.6A"            TopLayer    WE-MAPI_4020            339.454       664.375       90       "WE-MAPI SMT Power Inductor, size 4020, 3.3µH, 3.6A, 51.8mO"                                                                                          
